lab_id;age;error;latitude;longitude;SITETYPE 
OxA-1680175;6178;38;45.0641343323959;2.84807854007905;open-air
GrA-828112;374;40;52.938274506271;27.3451319181348;open-air
GrN-678850;321;50;63.0533070443082;54.5795391917499;open-air
GrN-3091506;1654;70;47.6112194717474;16.6960956316255;open-air
Beta-506746;3627;150;47.0065496121158;-1.03468087625214;open-air
Beta-2865781;868;55;24.5487938803388;3.85829079885284;open-air
OxA-1425869;9178;21;35.3999413107008;39.9361128094653;open-air
OxA-240488;709;50;27.5015412994786;22.1884051819973;open-air
Beta-2435466;2742;47;58.2004130709414;48.9788728872973;open-air
OxA-2412105;807;100;63.2627387612781;51.3253347679239;open-air
GrN-2644014;1952;100;74.090569201751;57.2509163926078;open-air
Gif-2379452;4499;80;64.2172705311983;17.0355947743093;open-air
OxA-769027;990;50;30.7887519166953;30.113897497706;open-air
OxA-1280381;411;60;23.5312386987086;22.144579158559;open-air
GrA-1459177;4845;110;55.1782834714836;30.2111069283869;open-air
OxA-399099;2857;35;27.1552989037806;-0.156992348014354;open-air
Ly-923200;423;80;38.8530678383378;43.3485798127082;open-air
GrA-3060182;209;38;21.4006322565238;6.60014220749728;open-air
GrA-2376334;2654;36;66.8172420996245;41.0192506022185;open-air
Bln-3058350;2372;52;62.7618042380103;23.0614767892309;open-air
Beta-1902333;1322;280;30.9057621667041;12.4303239260669;open-air
OxA-2772546;228;27;22.5419063696191;30.7285853709709;open-air
GrN-2066559;1262;39;21.5289471791907;3.78892254762013;open-air
OxA-77370;4591;25;26.3811062771553;27.4493866552499;open-air
Beta-2199587;923;51;27.0602201759052;-13.0442199170275;open-air
Bln-772371;717;110;49.1676687982538;6.93675941055699;open-air
Beta-1828086;7255;75;40.208645719252;-1.48847000268391;open-air
Beta-2529514;3078;130;54.5380200365393;17.3351646539704;open-air
Ua-3049771;3010;30;25.7313365920153;24.8241981086756;open-air
Beta-167964;1754;90;47.0525858971686;33.644674591656;open-air
OxA-3012470;336;30;43.2558264158828;-7.43456947124657;open-air
OxA-1528513;1876;140;65.0892089951346;54.6828141527372;open-air
Bln-2814568;685;50;53.2302787193108;40.0628435431975;open-air
GrN-2261174;3024;59;22.1679400844872;2.9177314861734;open-air
GrA-2156685;137;36;49.770119944089;40.7317390619892;open-air
GrA-800215;5782;60;32.4328890034212;0.102692041038073;open-air
Gif-2674654;833;110;52.3189219574423;52.1657030370698;open-air
Ua-1546651;940;33;65.5649627123962;-22.0042361483827;open-air
GrA-211466;1614;35;35.1496977823562;33.7547080197888;open-air
Beta-1840690;1110;95;23.2558257381238;23.432378549302;open-air
Beta-2504251;3725;105;57.7258278318134;40.2553968395821;open-air
OxA-2270700;4496;75;51.1046349147482;12.382486356875;open-air
Gif-1946679;662;28;51.2607577536829;19.8175052842504;open-air
GrN-2027016;549;110;32.3846939236495;-8.54872959582005;open-air
Ly-2125211;4360;60;27.1536183681094;29.583910884536;open-air
OxA-653447;1570;60;47.1939443548617;44.94295003004;open-air
KN-2656172;3724;30;55.1327476741981;25.0270319536886;open-air
OxA-3090676;2366;40;57.0528211409867;53.6801891082043;open-air
Beta-1156647;836;55;58.128906023791;36.6903121646083;open-air
OxA-2481029;7613;122;33.6063088156327;9.71914348462813;open-air
Beta-1430902;662;85;69.3953848106318;63.2107629051987;open-air
OxA-420015;2137;34;64.1061003850128;58.393920387047;open-air
AA-58825;5441;50;61.7218222275512;9.0273591345269;open-air
GrN-385724;219;45;51.3418775537792;12.5579847331145;open-air
Bln-238375;1094;55;63.643094463313;9.32480661544715;open-air
GrN-2547773;4988;40;58.3219925993297;29.0972632887853;open-air
GrN-2003232;1693;70;62.0746579740395;36.5863258974957;open-air
Bln-2397096;12594;20;52.6695300672566;-3.74684190778013;open-air
Bln-645817;4594;25;61.1982996508499;54.1040190969873;open-air
Beta-2077406;8991;40;50.8295596020005;9.19238287066759;open-air
GrN-1849184;411;70;60.6853429302816;15.3225323954953;open-air
GrN-1599337;3574;55;32.3854494071605;5.27228916218819;open-air
OxA-1804735;5235;70;39.2853186598817;29.4100147342543;open-air
OxA-596716;7717;21;30.1731789175358;3.68476861726602;open-air
GrA-2451207;1309;70;26.4270529683463;29.4965185298921;open-air
Beta-2469642;1172;60;51.3839652885036;10.3738452119648;open-air
OxA-2845359;4444;35;31.5833587022695;12.1656388768348;open-air
GrN-1468200;130;45;52.8088242409069;12.8106330954357;open-air
GrA-1320171;2145;250;20.1215735644245;5.66249343100413;open-air
Bln-2739364;3563;85;23.2416530472877;33.9363487335912;open-air
OxA-115974;10005;100;26.9220155208618;32.025317380585;open-air
Beta-693252;142;27;34.2363737090598;-1.18450366670858;open-air
Ly-1183795;764;100;61.4930199047357;16.4228985731476;open-air
KN-1274518;230;60;59.9832119162131;34.6891068979704;open-air
OxA-2601154;1153;48;47.1353158588362;31.2118079537455;open-air
Gif-1637928;1221;195;52.2232992575333;16.976531300036;open-air
Ua-1924981;2805;100;56.8013963701589;34.8921088969918;open-air
OxA-2771213;1427;50;51.6513825518058;10.3530151005027;open-air
Beta-2057054;1168;29;22.0953881920939;33.0909551785214;open-air
Ua-791019;1713;110;38.614049939236;35.3195913088513;open-air
GrN-326098;884;50;32.1312663665637;35.0851583283597;open-air
Bln-1604378;4246;40;36.1795512008864;40.7692388907196;open-air
GrA-1455201;2615;67;58.5113534797354;33.4145525417015;open-air
Ly-1268041;924;120;40.1321285621592;29.9033663036128;open-air
Ua-555249;48;65;37.3465439925562;30.5168387910141;open-air
OxA-856721;423;120;55.5057581765838;54.6610921287898;open-air
Ua-2300212;2047;70;30.9662241783468;-1.88295543457728;open-air
GrA-839340;670;50;27.4410024729347;12.4704910884986;open-air
Ly-275862;346;200;58.5328921231732;33.5627365377278;open-air
OxA-2950773;3289;60;68.9344431080254;27.5411327704223;open-air
GrN-1363076;1463;129;40.7331737364826;38.8243696547565;open-air
Gif-2494500;2079;45;38.9180589451187;-0.701789893564436;open-air
GrN-1933349;861;40;61.2658512214513;13.2112395219406;open-air
AA-1715908;80;60;38.9042394287843;42.3193058032071;open-air
OxA-1340180;1953;35;31.5165810253907;-5.84158649687221;open-air
Ua-816577;1723;60;23.2847970346453;4.28129519012758;open-air
Bln-1791898;735;110;55.8730032967618;44.3718057267402;open-air
Beta-69011;240;50;61.8449812631039;30.2590876434621;open-air
GrN-717924;3847;45;24.7560502692368;25.5341805962096;open-air
OxA-455908;4725;40;29.1458876061829;31.3595684386998;open-air
GrN-2105428;1669;55;57.4651116435086;22.5374145860308;open-air
AA-836333;2983;90;48.2927242845264;16.2291949381778;open-air
GrA-809558;4349;27;26.8596807486235;12.7840641902804;open-air
Beta-2396622;527;90;60.9283254692586;16.9001837859084;open-air
AA-2041516;1842;140;38.5203461563471;33.4626934732899;open-air
GrA-19962;6069;40;27.164118133132;16.9705168084049;open-air
KN-788582;6615;129;44.8047100379021;21.2580976274695;open-air
Ly-1000312;6627;30;70.1969402955305;22.3648658023581;open-air
Bln-2780297;2248;90;21.316920866707;20.6430410648675;open-air
Beta-2277649;1115;75;24.2693225089741;17.5225424617523;open-air
Beta-3109705;452;100;61.5362923831187;12.7921475529711;open-air
Beta-1588228;2270;65;27.7618287446224;-3.06237571076691;open-air
Ly-1047800;1987;33;46.0924084977957;7.1849431143387;open-air
GrN-674694;1729;40;29.9640241958178;19.7847790838461;open-air
AA-2440329;3436;80;41.6053792612692;34.8326484468778;open-air
Gif-1420336;2725;35;41.2524310632823;-6.3386170604688;open-air
OxA-1727245;3099;30;25.8912217265053;-0.258264157256521;open-air
Ua-1976725;41;140;65.3003909120492;40.306241818779;open-air
OxA-727069;649;50;51.9641643378352;16.7594663366655;open-air
Ua-1047442;10055;80;56.780048446938;15.1985888438503;open-air
Ly-2280482;7887;67;51.3749748453945;17.7683745242532;open-air
Ly-3029629;384;47;24.4889329530908;15.020730378964;open-air
Bln-2491231;111;35;46.1091933025742;24.1935392546202;open-air
OxA-3042371;6721;30;57.7322894250298;14.2377026324211;open-air
GrN-1669514;6533;89;50.2169158161004;49.313706895873;open-air
OxA-1270422;6650;30;21.6295886131964;24.7299886513458;open-air
AA-1326509;1699;22;55.5448473329516;35.2888199761981;open-air
OxA-1948365;1463;50;64.3063066586833;42.9065602109073;open-air
GrN-2939457;137;29;19.8572970050107;5.38562462165137;open-air
Gif-771783;675;50;58.3739705916433;29.5060209586704;open-air
Beta-2879579;2484;45;27.5348187795231;16.5489570960778;open-air
OxA-207172;4006;90;50.8229646716566;39.2641292016328;open-air
Gif-2892782;3130;30;58.601694471685;15.097074420422;open-air
Bln-1579332;3945;30;49.0571767363393;11.7316047168919;open-air
OxA-1553163;2931;70;65.2445312843544;-20.8633497369271;open-air
GrA-3079659;542;30;22.0853692621744;35.9064051056701;open-air
AA-612344;1563;50;27.4219788467518;10.7304504553651;open-air
Ua-2775116;4724;43;22.6306796877413;7.23590222984418;open-air
Bln-1180928;1210;100;29.9645192154659;0.919806797611343;open-air
OxA-1375445;2464;150;25.0648428621249;21.3935770729258;open-air
Ua-810198;242;160;55.9839553395881;44.4597597988887;open-air
Bln-664277;695;37;53.4429637378758;-6.30898568983842;open-air
AA-440641;1466;60;45.7019465022298;23.215255202865;open-air
Ua-1579990;222;60;51.7419779173925;53.9344623683821;open-air
OxA-1223161;1118;100;34.2095799452523;-5.86062174312315;open-air
Beta-1702015;1397;45;53.974394829105;29.5967065763031;open-air
Bln-2321535;650;35;31.6917549414398;37.2034574401561;open-air
Ly-1274274;3566;50;57.5239924620442;12.4146805685216;open-air
OxA-2625324;2492;32;45.8279769867114;12.5771247040674;open-air
KN-1429559;7469;65;58.4245056224198;37.8666812529395;open-air
Beta-2562311;2857;40;43.0376056492956;2.44852182492736;open-air
Beta-2441551;2017;80;52.4974541421007;8.47905790531086;open-air
Beta-1359603;3933;70;68.4845544562442;55.9219937540549;open-air
Beta-899527;4385;60;23.5738002549782;-1.97462648142673;open-air
OxA-1808403;3654;32;59.469109376034;34.6527739162143;open-air
KN-2756602;1261;39;22.334047625439;23.1864165535831;open-air
OxA-2239355;8666;75;49.6592485599361;39.5979684105561;open-air
Beta-1596545;1304;140;26.961364881547;9.51225727500251;open-air
Beta-247432;2622;80;40.6613838887511;26.270840277585;open-air
AA-2576543;366;25;70.7746474316607;29.0334894696344;open-air
OxA-773743;5013;36;39.5907680499934;-5.92866730511976;open-air
OxA-2850602;3912;120;34.8110614624191;7.49562852513883;open-air
Bln-1898203;14632;30;30.9126841126501;-2.87907393962512;open-air
GrN-1872244;336;80;66.5026400416726;60.0546946562531;open-air
GrN-996824;510;90;35.4729542060971;-0.214794418821688;open-air
Ua-2105549;8057;37;34.6790603891941;1.23391575323402;open-air
GrN-1303778;3178;230;38.1181900172378;-4.78053172078237;open-air
Ua-272868;4340;40;23.6815836372918;11.1488373290707;open-air
Beta-2764002;4006;50;65.5602715400508;26.7831939361087;open-air
OxA-2376157;496;49;46.6580789335736;26.3326552255456;open-air
Beta-1740089;833;110;44.5056450342363;15.8802274449565;open-air
Ly-194285;449;80;28.2228484326668;17.3993644556306;open-air
OxA-1621656;4734;40;39.404658353622;41.0801163907112;open-air
Ua-2350984;1955;80;40.4340135344884;43.5599385425889;open-air
Beta-1323873;449;80;69.5812069613537;26.185475137243;open-air
AA-2945973;1115;60;46.3957687505298;45.5803992133785;open-air
Ly-2107740;4856;40;29.653602882336;-7.80141198399738;open-air
Gif-778666;813;100;60.4966758116689;26.7824993070002;open-air
AA-228863;1546;40;22.9677364421815;9.90712821853045;open-air
OxA-624104;201;100;61.842768682256;53.6085230756247;open-air
Ly-2111450;990;70;55.06069484268;22.4152710824408;open-air
GrN-3087780;1367;75;57.1372810743911;56.8856328581245;open-air
OxA-449140;360;80;49.7467117482889;48.6162603713339;open-air
KN-1791388;1488;50;62.8571816639211;53.1690436129549;open-air
GrN-2321814;1626;80;49.4757928532228;7.89293685635444;open-air
GrN-1015504;3914;70;45.9892069282747;3.44441073279724;open-air
Beta-1049402;3181;75;46.3617453159687;-0.966679198413223;open-air
Ua-1315514;4045;28;62.1346243474233;42.2363719114114;open-air
GrN-2670394;1776;36;44.496243019363;1.20076724243645;open-air
Ua-3104173;567;85;50.3934171444513;7.24412930844711;open-air
OxA-762;304;40;35.179083884732;39.0134675445194;open-air
OxA-3163398;3653;110;60.5802658040987;43.495808711499;open-air
Beta-2436741;7377;45;53.5215340182029;57.721824525454;open-air
Ly-800442;4741;40;38.0141603718638;29.2099553849691;open-air
KN-2872873;49;34;23.0091029639823;32.6417164985187;open-air
OxA-281000;454;60;30.6903366342515;37.3141739049937;open-air
GrA-1710177;1574;40;49.4360711756547;31.0620825199979;open-air
Ly-2122377;3661;30;48.3750232927253;20.1101682789715;open-air
Ua-2922191;2419;70;29.8214949093295;8.11487841078424;open-air
GrA-119688;543;35;58.9705294679047;30.9807368365872;open-air
GrN-11459;2404;160;48.3501231963957;24.9328884040497;open-air
KN-200756;3122;28;33.9165194280104;35.8255360135051;open-air
Beta-2459258;2619;34;25.9423978925236;-3.35960000118965;open-air
OxA-1053417;2292;60;52.7963939676933;53.0866283295124;open-air
OxA-2456858;7946;30;31.0181739677753;26.7069664825063;open-air
GrA-974357;4311;40;50.1715384313041;15.2104216456901;open-air
OxA-2709905;868;32;24.5879406353056;14.8674373852369;open-air
AA-2243513;2224;80;56.611461584316;51.6577541087509;open-air
KN-1884518;3681;40;49.9401310402818;44.1471122356341;open-air
OxA-2640283;2290;38;40.8726298930502;-0.638538664268541;open-air
KN-3073707;209;50;25.1224258498639;11.1767550740864;open-air
Ua-722584;2917;70;56.0370137961655;49.6095153332096;open-air
Ly-1544623;135;180;21.6389847933777;-15.6802583132847;open-air
Bln-1228537;522;35;67.4734590120046;29.0289303589385;open-air
OxA-2733560;3999;35;57.4924349094303;27.2035377099976;open-air
OxA-1717540;1374;26;67.217944788727;55.9971840687717;open-air
Beta-1776580;4746;40;40.036770641741;29.9694417218403;open-air
OxA-2288069;539;75;36.4363112744149;37.3886612965096;open-air
GrN-2540915;546;40;52.2667754000305;17.3328086270044;open-air
GrA-776089;1434;75;68.3219989712327;38.0206085529586;open-air
OxA-2470226;1728;80;56.5011498714482;54.9977401280711;open-air
GrA-1114852;5571;95;47.7257776098782;42.8768230641156;open-air
Beta-2514004;6314;50;33.4258247415601;35.3065466892438;open-air
OxA-1188229;83;80;45.0819655346875;3.34149769668564;open-air
OxA-2939477;2212;25;58.3734700077463;16.3451995389758;open-air
Beta-2722113;8105;36;38.1785283251587;31.7539058638468;open-air
Beta-77862;1064;60;26.5213944007229;29.6149585864763;open-air
OxA-1184861;3670;110;43.1755229086289;20.8168722214608;open-air
AA-2455796;1592;23;45.4684037662867;14.0903446624281;open-air
GrN-1170422;187;40;63.1136296278907;57.3243807988382;open-air
KN-2223441;2350;65;60.7216110299222;47.1744548658006;open-air
OxA-2054328;4237;65;49.6506924089892;49.5941609761705;open-air
GrA-1793983;1493;45;69.1657094275941;29.0169356817289;open-air
Beta-465735;4007;25;46.4793679689243;2.48748332310386;open-air
Bln-964471;1235;70;52.2677511285692;22.7361591454811;open-air
GrN-1646208;2114;35;40.3553973183798;21.2844055974755;open-air
Ua-406841;7052;95;45.3628200128787;33.1582238022193;open-air
OxA-2838404;939;50;66.0083863113881;47.503111476396;open-air
Beta-2516881;4502;30;50.7805248043944;9.37367080429543;open-air
Beta-1912873;1735;55;59.9810224892669;46.4291965348349;open-air
KN-2594696;2569;30;44.5916810468951;44.4203988819073;open-air
GrA-1824268;3069;45;49.728250391851;40.8077178581638;open-air
Beta-1339996;1796;50;32.3909541883458;-8.91973346352908;open-air
GrN-1945116;2929;103;32.9467027965892;7.82782945702771;open-air
Gif-3144764;351;30;30.215721564703;17.2454804610715;open-air
Bln-1420644;1823;110;55.3954885582407;32.6031244022822;open-air
AA-2441198;2363;60;67.7796401605622;55.26288861563;open-air
Beta-2771114;724;70;38.6385828923969;27.9860611943334;open-air
Ly-153027;1347;40;31.9545888957428;9.66889091703931;open-air
KN-1632084;7168;40;51.485833765862;-0.822820703186887;open-air
GrN-224857;6479;70;29.7903001767282;-4.41752963659569;open-air
GrN-1355829;12281;38;49.3230050195898;30.9290599353995;open-air
Ly-2476453;5256;40;39.7946916194761;2.97139524852774;open-air
GrN-2771005;665;100;50.1991197519147;50.5237216880293;open-air
Beta-2000427;688;60;50.1686584403248;14.3395898402454;open-air
AA-2887548;5632;26;67.2654884165584;26.8378350829464;open-air
OxA-2732696;2549;38;21.1235403840674;22.4490293479334;open-air
OxA-1309892;4800;70;67.8712183127377;59.8370998456545;open-air
GrA-2021835;1588;85;58.3038459406422;22.1396087730996;open-air
Ly-1002096;271;134;30.2795422207612;34.4327898487735;open-air
GrN-2785918;853;150;64.2829235987925;32.9039820510295;open-air
AA-888745;4422;37;58.3202313724019;15.8457575644028;open-air
Gif-2892555;1400;75;63.9423400652924;56.8207773610609;open-air
OxA-998681;2766;100;60.4564833483009;12.5124483651454;open-air
GrN-1311932;1669;60;27.8470985979561;2.10176085041859;open-air
OxA-700688;11795;28;36.2880494765341;30.1390568611639;open-air
Gif-949190;742;30;28.8598712310888;30.5676391374987;open-air
Beta-2494385;1325;35;62.6510067873529;28.6553365981585;open-air
Beta-2282624;566;130;25.5969081284987;7.98480015657515;open-air
Beta-1447935;4119;55;44.5829202023725;25.2706046705593;open-air
AA-72817;2966;30;43.1161523496368;17.5797654469779;open-air
Beta-1413901;168;70;47.6060578530303;30.6522166120943;open-air
Beta-1568695;1382;100;26.2960005344953;27.4813828759307;open-air
GrA-1299458;517;130;61.0579802443203;24.6381426350056;open-air
Ly-212927;1268;60;50.3917276392748;6.30400168293101;open-air
OxA-1842223;116;150;45.5079569788228;46.404035595325;open-air
Beta-568508;7829;50;28.3959786083055;6.82442160029339;open-air
OxA-1393066;1527;35;52.6128889425099;-8.40436433063397;open-air
OxA-3063336;6852;40;27.6492615416229;3.40334274348385;open-air
OxA-1474626;1019;40;45.7211946010093;10.5829692720018;open-air
Beta-396627;2688;55;28.0607808023077;23.7692384541908;open-air
Gif-171286;2048;32;36.7850852350205;-5.56760789320169;open-air
KN-906692;486;30;26.4371487791386;-1.9777137688699;open-air
Beta-2413803;78;35;57.876715015427;25.0713650736215;open-air
Ua-1814850;3453;50;49.2387929408262;7.92840624258516;open-air
OxA-659120;9078;60;51.4899473316929;-0.516077429604397;open-air
Beta-3066938;3543;60;66.4539555705636;15.9922758320738;open-air
OxA-2056021;513;59;23.8070292119225;0.921937045776156;open-air
OxA-2510802;252;90;53.8816088833115;46.6586412996025;open-air
Beta-1189185;1504;32;58.3840686974028;22.1401776966433;open-air
OxA-604445;1490;50;47.1058280812506;10.6569429585536;open-air
Ua-2969690;3528;55;58.2807018294818;25.5432874475962;open-air
Gif-2652770;3398;150;46.5632540054409;14.5769991240519;open-air
AA-576297;1383;30;51.4284485424778;18.1576331863342;open-air
Bln-2780903;2517;35;27.6516372182981;11.8870767251705;open-air
GrN-227423;2464;75;39.9872240961711;-8.25598490003265;open-air
GrN-2061934;511;65;44.6488465367363;44.4583491164892;open-air
OxA-1768217;5934;50;32.7601964820536;-3.6586959400886;open-air
OxA-2649295;12081;50;57.3801981337338;-2.29179431506508;open-air
GrN-579108;3597;35;29.0932774405031;17.1957839807314;open-air
Beta-2114009;5316;50;38.3379236427406;33.5323745211952;open-air
GrN-652446;1020;210;26.410318794818;-12.981891377343;open-air
OxA-112494;3526;90;32.5377083744985;0.927977803098576;open-air
GrA-1253232;1384;50;41.0828705528454;9.06084320134284;open-air
OxA-244960;1430;105;23.7777671227466;4.4052190111814;open-air
AA-967069;197;45;23.7094816391533;18.459161880359;open-air
KN-982420;2609;60;35.3986077654224;10.8333447077082;open-air
Beta-2155177;4520;30;43.5623073357516;16.1322379336169;open-air
Ly-314174;4519;60;37.2797890143184;44.8010785216009;open-air
Gif-92836;2385;48;51.223003754284;58.7664016171906;open-air
AA-274861;1580;35;47.9474381652398;44.3408106954444;open-air
KN-105813;1838;50;27.3761784844745;21.8836677667106;open-air
KN-1002005;2785;40;64.5442868980459;19.820734845965;open-air
Beta-1162981;5353;65;74.7338600271403;57.4923583283863;open-air
Beta-2767424;866;110;51.4447770606746;44.5901133730759;open-air
GrA-1510201;2669;65;63.1307525926575;22.8180032170888;open-air
AA-2136166;164;50;39.9542039937022;43.1769124988703;open-air
Ua-1942826;1366;50;61.9615579051932;56.8710199303765;open-air
OxA-749991;5420;19;42.719415460868;0.727181841469256;open-air
Ly-1017360;2534;31;42.3695849790652;-0.907444023445591;open-air
Ua-3014107;1161;115;62.2326851796865;56.4453797232872;open-air
KN-1533448;2985;85;49.1113323495979;0.260837001177723;open-air
OxA-609974;3387;60;62.4231744699431;27.8546213237765;open-air
Ly-3064503;295;65;23.2700323685615;24.8771215381243;open-air
Beta-2636905;2331;350;56.475644755323;47.5596670416585;open-air
GrA-466033;495;33;60.8500330781259;51.9620399558179;open-air
Gif-122976;5803;45;46.6728023055027;9.77286827032146;open-air
OxA-3101370;236;150;68.4291876346768;15.5115432888431;open-air
Ua-3005457;6404;60;40.9695500773634;-4.86580695398586;open-air
OxA-3145126;531;90;26.665257866076;-0.750953833077685;open-air
OxA-1383366;7596;90;27.0118193114868;18.3549835772484;open-air
GrN-477423;107;30;24.0820688498693;16.9458925408411;open-air
Beta-50155;311;50;44.3389978071767;40.7883014267404;open-air
OxA-979700;705;57;44.9696838543347;25.0023436221952;open-air
KN-2189445;428;80;23.3464856999913;23.5661731959873;open-air
Beta-2223840;1642;43;55.4488682618939;29.1502401798045;open-air
OxA-2718224;7964;45;58.328488003116;37.4976449124343;open-air
Beta-2419832;4727;50;57.2822338009578;33.1122373752771;open-air
Ly-3053001;4318;30;25.6273270872149;27.5622526647882;open-air
GrN-132643;798;120;29.4220980382348;0.837116285321359;open-air
Beta-2552938;4473;70;27.6211773603699;33.0726380437243;open-air
GrN-1088957;1648;35;47.1677889229531;-0.925783089377652;open-air
OxA-2557564;9565;70;43.2120516145558;42.7988704913445;open-air
Bln-2791363;391;120;23.635019285168;12.9514696050529;open-air
Beta-2307064;5221;40;42.1712545446612;-7.9431914451717;open-air
OxA-2757263;1556;90;24.1546203827733;-1.56324079060572;open-air
Gif-574159;1954;80;27.0338475814367;30.4954513583522;open-air
Ua-973410;1099;65;28.5846501718734;-8.96635504760139;open-air
GrN-1201698;1462;60;27.9101832021472;26.9943846387338;open-air
Ly-2797678;3161;50;57.3520391702367;42.9108433550253;open-air
Beta-2176216;1664;120;60.8751710046934;48.8580020074541;open-air
KN-3002282;700;64;58.2120686028954;14.7058656232959;open-air
KN-1066816;5215;50;23.655841135978;17.4207985478666;open-air
Gif-2666511;920;100;48.653295751948;27.1623858860335;open-air
KN-2589740;2651;160;58.7331013990257;54.3275010337017;open-air
Bln-1474192;9131;50;42.0038394262215;21.0911551289357;open-air
OxA-285157;1786;370;29.5464872646803;-6.41308919159273;open-air
KN-2030532;1199;55;34.3627371299455;8.57945416010305;open-air
Ua-301805;2635;40;23.5474834925197;-2.29581844541463;open-air
OxA-1610020;2027;65;42.8981460301562;45.0148235929283;open-air
Beta-689093;8764;49;67.008916219542;55.0754483949932;open-air
GrA-1140867;1424;40;31.2552984951356;12.6782023343112;open-air
Beta-580748;4965;31;22.9471532156394;7.78930240470175;open-air
GrA-569078;103;40;62.3328286764591;12.0696642757138;open-air
GrN-1846968;753;17;24.4638914453405;33.3663139311879;open-air
Ly-1283139;3430;35;48.5863621464608;9.2645723684814;open-air
OxA-2568048;2702;100;43.653195141467;5.90010994605933;open-air
Bln-2512351;1591;40;23.4406698975678;23.288908924862;open-air
Beta-2343339;242;85;32.2202137497169;-3.12638073058076;open-air
Gif-2626168;1029;80;25.854510308999;9.65800142282101;open-air
Beta-588701;782;30;26.1854529099069;-12.1761943288065;open-air
KN-2324523;671;60;22.3480250029315;2.78292809768038;open-air
OxA-2109996;1328;45;37.0234017172393;40.0107048749159;open-air
AA-2527019;4206;120;52.7166127331149;53.183794302691;open-air
Bln-1346121;786;40;28.9800660853659;-5.20322111270342;open-air
GrN-833058;677;80;32.2251323612225;-4.58010873390968;open-air
Ua-1801414;2157;35;25.0521084633163;14.6756985848067;open-air
GrA-1500628;745;70;33.3436532474283;3.96557334423288;open-air
Beta-910415;2059;50;40.0641169715554;20.0537276003763;open-air
Beta-174566;1887;21;49.9672437869753;40.8631370201983;open-air
Beta-1738591;289;100;66.5560000605975;29.3207963762911;open-air
Ly-818780;4050;35;28.6525337845266;0.217847598245096;open-air
OxA-152936;7798;50;26.4859458846151;28.5048738672495;open-air
Ly-85489;2852;38;66.6419263582055;47.7417737501135;open-air
OxA-2871570;892;30;32.8615040438832;-0.30628082844828;open-air
GrN-757752;536;70;30.7128763590403;11.4421960738421;open-air
OxA-572200;1352;26;62.8020779023852;21.5649750807562;open-air
Bln-202800;2563;80;24.1246089249841;34.6019080579897;open-air
OxA-1976423;1865;100;51.7671765299462;32.0212861389461;open-air
Beta-2925099;4349;30;30.0262129027197;-9.48650073464194;open-air
Ua-605838;847;35;46.8526641597911;46.1754015515433;open-air
OxA-2279726;309;35;54.0606821659559;25.2137470262139;open-air
OxA-37712;3298;40;47.3614072471857;3.35646268781598;open-air
OxA-1391510;3453;60;48.1627770209591;21.2765141116292;open-air
Ly-2419232;8384;37;25.6909818667389;15.122519358235;open-air
Gif-1254427;168;33;25.5187087271671;13.4761243866939;open-air
Beta-214220;1557;60;60.1433187641607;36.2972956858953;open-air
OxA-2084186;5785;70;39.9302727084579;-7.50873060700787;open-air
Bln-1245710;5974;60;52.1758374898745;47.0417476973929;open-air
GrA-2445879;2789;80;20.9962927871043;7.30946077035506;open-air
KN-998523;1948;41;64.3881563908406;52.0077041374507;open-air
Ua-646633;2477;195;65.3865803068547;12.2174198043913;open-air
Ly-880249;2572;60;26.4007006670348;-13.0066919803992;open-air
AA-1671406;812;30;56.4494777040828;24.2127613434242;open-air
Beta-1685758;1624;165;45.2133260996712;2.11840035584037;open-air
Gif-2709973;410;30;30.2183098512404;1.6010752971665;open-air
GrA-521115;820;35;49.052186363451;17.4142761768585;open-air
Ua-12082;3084;60;63.0420598998348;52.1869524729493;open-air
KN-1381750;5558;90;24.7540152272334;16.7638378053194;open-air
KN-626315;3098;130;39.5894442480862;-2.93214175939154;open-air
Ly-590875;3167;32;25.9851636556464;21.7444219840845;open-air
OxA-1925088;4128;45;46.4620736267579;8.40731447187306;open-air
GrN-2577394;5259;40;43.7130914155756;0.668951694747066;open-air
Bln-2274747;2385;67;60.1790366144617;14.8845395507491;open-air
Bln-1527493;463;90;44.9654859580498;15.1641769318997;open-air
AA-2184299;5487;50;28.7952719973874;9.22743253869623;open-air
Bln-1922240;2738;110;36.369174826044;32.7916119685896;open-air
GrA-261811;5447;36;41.1641904160399;0.912989249143537;open-air
KN-711515;278;255;51.6340999880574;29.8856454686274;open-air
OxA-1988475;2708;105;62.4379771728499;33.8791521773567;open-air
Bln-1026649;1699;63;26.7601325601239;8.92920497158258;open-air
KN-409898;336;57;28.9878619124947;-2.6364450194888;open-air
KN-276188;14152;40;27.504978711671;9.26349912274442;open-air
Bln-1132721;5097;30;30.7162359371057;-5.20682509474492;open-air
Ly-2081674;1171;60;58.0153394583781;25.4952213463675;open-air
KN-739979;2850;80;38.6316448225611;-1.13509382015772;open-air
Beta-1714314;8076;80;43.4790108379325;26.0997245441492;open-air
Beta-2712779;2292;30;20.3843987994497;24.1261887109334;open-air
GrN-2705126;455;31;40.2957334820239;20.3754393058561;open-air
KN-2108239;1293;50;50.4310194799125;47.6512382329274;open-air
Ly-1201311;3219;90;41.7209061753398;43.46189095728;open-air
Bln-2204089;246;25;62.9655455215037;44.6153458255937;open-air
Beta-1710755;1425;35;37.6797643377074;29.1097366337877;open-air
